filename,efd_0,efd_1,efd_2,efd_3,efd_4,efd_5,efd_6,efd_7,efd_8,efd_9,efd_10,efd_11,efd_12,efd_13,efd_14,efd_15,efd_16,efd_17,efd_18,efd_19,efd_20,efd_21,efd_22,efd_23,efd_24
CAM046043_d.jpg,-0.430217478904,-0.027638235528202038,-0.06453702745554787,-0.09402485621285252,0.09450433900666508,0.019258239596289133,-0.0323049123383475,-0.05342124627005712,-0.08558405486329485,0.0036157916038503284,-0.044575494211448734,-0.02846175500084581,-0.0283893571924775,9.062954776593298e-05,-0.024236013040188877,-0.013278162873197488,-0.015329161613081317,0.01580388225577093,-0.021482514686652764,0.00522213421181097,-0.022499551329741824,0.007373508315928617,-0.0014602607361127546,0.00834512048646431,0.0008774825475669604
CAM046051_d.jpg,-0.07066640800750915,-0.053333970171366936,-0.19713846713949038,-0.018395778828665145,-0.01775034299864991,0.049762802374256995,-0.036654479903580076,0.005285041380365787,-0.014527196089187226,0.01165311754804034,-0.072741212383315,-0.009330540131873016,0.006596617403340977,-0.007448335619842772,0.009926904187536948,-0.00350010178584454,0.009307879018048592,-0.008154645510365596,-0.011017924582541392,-0.01614363667405845,0.008777633512926849,-0.030589728801191693,0.0014175263809252973,-0.009386046366616682,0.0028042350484395345
CAM046091_d.jpg,-0.12367087028352733,-0.0675121676403141,-0.11906754012849415,-0.015096541903791035,-0.014501149316704116,0.11661886920486818,0.0035417098392719324,0.014264532820953784,-0.028926153085179176,0.033098551847923874,-0.045414626713952404,-0.01153722455183162,-0.00030109414931537437,0.02184393891696287,0.028048443892372453,-0.0014581356704623076,-0.013583434225768855,0.0029745733020824093,-0.014162156464519607,-0.01882717541227491,-0.00982197718025744,-0.005496186535958193,-0.0007565979549348527,-0.0008032049790665472,-0.016334801335719146
CAM046098_d.jpg,-0.46996323148094166,-0.05964976222846894,0.007604800671418535,0.03139129249729066,-0.07938628931355292,0.051621382674283386,0.013091316912397937,-0.009249425897248083,-0.051400913761609615,-0.03800445966513847,0.0076951867533000574,0.00781960958318258,0.020377853337293944,0.0058259346262723105,0.01213717006531042,-0.006286472468784589,0.0048410780244933765,-0.013671292596761364,0.005770615991017949,-3.749918812826462e-05,0.009985238496728952,0.007851508673521336,0.004715985071260785,0.004499056745478423,0.0007705142551796181
CAM046117_d.jpg,-0.04502350704546835,-0.04954731425292978,-0.180527642826432,-0.005597927151708969,-0.026418300143459573,0.0851478212597615,-0.04676460433073333,0.006401114478169143,-0.0071858148276187075,0.01837850072564769,-0.05649268984556262,-0.0047399988853460175,0.005369258035107061,0.00812355167559789,0.0064860310267536,-0.00881091393925744,0.008188600393131993,-0.007540787869346205,-0.01468320430603356,-0.017466214305557542,0.0013703697413491695,-0.02215610228780853,-0.006310564538354397,-0.0070565873934864964,-0.0054494302105466
CAM046118_d.jpg,-0.042233702620691226,-0.042881823525233696,-0.15836070440721692,-0.005324544791505929,-0.023195423726933118,0.08042157116810447,-0.05806143826960445,0.006191444013411912,-0.011033268914930021,0.01453780783596234,-0.06392168373606875,-0.0007031113374347146,0.004538883041457251,0.01900256369392794,0.0010771740899974003,-0.005231794856397107,0.006634957063925649,-0.005399745567904591,-0.013693478525165266,-0.01372438142915636,0.0065116186650996406,-0.019621867504839016,0.009469721357230104,-0.010801127543249132,-0.003554958450277217
CAM046120_d.jpg,-0.6342364641011272,-0.12429594461653089,0.3435169697864051,0.28400273932525866,-0.09554472874174431,0.11973434870338191,-0.05440108822043285,0.10350741115574771,-0.045565969299772295,-0.08533239637071516,-0.004252717514693625,-0.0009490031292748329,-0.012962237152865888,0.0026213297777282992,0.0343890067003391,-0.03113421114004668,0.015911187457903087,0.05034883970591935,0.014294472952273676,0.01282838594448332,-0.01160613324021923,0.021941835519054074,-0.037323758501397235,-0.005758879594145405,-0.0088081500430651
CAM046121_d.jpg,-0.57418858254509,-0.09125109318715456,0.01956133890251822,0.04465701083966415,-0.10838537026124266,0.03444688639176804,0.007151265435720474,-0.0021122752186930453,-0.0406766437622746,-0.04986124410403158,0.006197759012057981,0.007754207550094142,0.02081522686893011,0.0025941904597159035,0.004203112611134551,-0.013204131514384144,0.00490221356391761,-0.014503846358943794,-0.0025350264088387863,0.00448456869842063,0.0058342879521653315,0.00965534816140822,-0.0013736036348304785,0.00019762407520805265,-0.0038090700169669863
CAM046125_d.jpg,-0.5148441078512779,-0.085622707899463,0.01226377933739653,0.02772032489591437,-0.09297010126768748,0.0375364157561586,0.019100056177894065,-0.022535053920277118,-0.04364488344064707,-0.04899930109998184,0.011890580822610035,0.006317091778695904,0.028571126627345768,0.00018277988596549752,0.01215993185443811,-0.009400138416717116,-0.0008102962091945329,-0.015516080051356775,0.003608980576577796,0.00230246458526458,0.01335760114643571,0.005347264431938813,0.0027559276847738947,0.0012783713844481293,-0.009498083614011735
CAM046131_d.jpg,-0.08143666132576546,-0.03919969257943746,-0.16562860481929054,-0.01491630443522308,-0.02251697604470723,0.07726845312903365,-0.04052437632105612,0.005803338386147156,-0.020233241836063207,0.01771984278481477,-0.06665693800009183,-0.009080779555759755,0.005314746789625877,0.0176922746365557,0.007080314633802272,-0.0069144461539822856,0.004211590232374918,0.0007000109385036506,-0.015588581092405877,-0.020141448833791587,0.004037826458132562,-0.024046903853297087,0.006441976175015832,-0.009273211497692993,-0.0032242146068887654
